quadgram	frequency
see if they are	2
the old man feared	2
a couple of mules	2
down and darkness was	2
both in land and	2
cut carefully up into	2
on this the rest	2
you and on your	2
would be the death	2
of daws or starlings	2
into the space between	2
me off my course	2
me away from the	2
drove their obedient steeds	2
taking their wives and	2
he may choose to	2
his men to take	2
when i set out	2
you that you will	2
had come up to	2
the head with a	2
in the heaviness of	2
laid many a proud	2
woman skilled in all	2
wallet at his feet	2
were struck with panic	2
carried him out to	2
struck up with his	2
so much good will	2
is a mixing bowl	2
victory from his grasp	2
when the meat was	2
will now go back	2
agreed that he should	2
he is still such	2
of omen which is	2
stayed at home with	2
i will have you	2
though his hands be	2
give you a beautiful	2
up to the rafters	2
not give him his	2
and fitted with ancle	2
she also made the	2
had said this minerva	2
of the achaeans will	2
i yet live to	2
will not do so	2
to a country where	2
upon their mourning if	2
each of them had	2
but let those of	2
and each of them	2
do so for one	2
and spoke him fairly	2
fled in all directions	2
on board and sailed	2
learn what manner of	2
a very serious matter	2
sent him with his	2
the top of a	2
down on the ground	2
that are as the	2
the seventh day we	2
wine with water in	2
with them her whom	2
jove heard his prayer	2
laid them in the	2
will not hold out	2
ulysses in his turn	2
greaves fitted with ancle	2
as easily as though	2
and crying with a	2
take a fancy to	2
has brought disgrace on	2
do not think he	2
than for them all	2
with me in the	2
and we will not	2
what ever can have	2
till presently the old	2
i will gild her	2
an old man like	2
as on a level	2
at full length in	2
nor let another do	2
his men and exhorting	2
achaeans and driven back	2
it from its place	2
keep aloof and bid	2
he hear of my	2
have now no ulysses	2
and took his spear	2
morning of the twelfth	2
if ulysses is still	2
him on the temple	2
ingloriously back to argos	2
fell rolling in the	2
took his seat on	2
me to leave off	2
i said to them	2
more particularly to the	2
from the tents and	2
towards him to strip	2
a man of you	2
close up to one	2
till he had reached	2
and son to antenor	2
when a man is	2
their eyes as they	2
upon me and spare	2
as he was standing	2
them a mess with	2
there is abundance of	2
think that the achaeans	2
for the dying danaans	2
when he had come	2
cheeks are wet with	2
an impregnable bulwark both	2
not even a god	2
for then the achaeans	2
the trojans fell back	2
himself into the jaws	2
mouth of the river	2
who are of your	2
would have nothing to	2
the belt of mail	2
past him and the	2
so dear a daughter	2
there is nothing in	2
and when they heard	2
the other gods stand	2
spear at him as	2
and brave men who	2
singing of the sirens	2
with her immortal nymphs	2
and each one of	2
proud city in the	2
tell them to find	2
be able to make	2
there be no more	2
and many a fat	2
brag and talk unseemly	2
but she drugged it	2
fleet dogs went with	2
vaunted over him and	2
him so heavily that	2
neptune raise his winds	2
to his own abode	2
on to the rocks	2
never going to see	2
were doing their best	2
the earth with the	2
give you formal notice	2
to fetch the hell	2
the other hand i	2
the situation which i	2
other gods stand in	2
left them and went	2
as though you had	2
let him come on	2
all away from me	2
or to close it	2
enemies make an end	2
at the projecting part	2
middle of his neck	2
to find fault with	2
he went on board	2
on the means whereby	2
to my abhorred and	2
the others all of	2
city of priam and	2
the achaeans may have	2
even a wise man	2
two ends of the	2
the sun and the	2
up when you were	2
for having saved me	2
who are the most	2
they have worsted the	2
fire to the ships	2
he was the only	2
guess right or wrong	2
the fire for her	2
took the rest alive	2
to draw the keen	2
from one end to	2
eating up my house	2
achaeans are dividing the	2
i never live to	2
they that dwelt in	2
to hear of the	2
hands of wicked people	2
have always wanted to	2
and such good will	2
that we may know	2
hatching mischief for the	2
with bosses of gold	2
the bow out of	2
draw not their ships	2
man may look for	2
and i shall bring	2
for he was not	2
in a good humour	2
there is hard fighting	2
that his head fell	2
may make peace between	2
i who am the	2
that i have no	2
vaunting over him the	2
your bow and your	2
went inside his tent	2
so come with me	2
the stillness of the	2
that will fight me	2
me that you may	2
which the achaeans had	2
me and told me	2
trembled in every limb	2
fell forward on his	2
most precious piece of	2
that they have not	2
ram and a black	2
the mind of jove	2
the rest of her	2
he did not give	2
so she had to	2
do battle the livelong	2
you on your way	2
would not go on	2
i was broken hearted	2
than those of any	2
grant that we may	2
running up to the	2
a triumph over him	2
i am of the	2
escaped death though we	2
donned the cuirass of	2
to me and given	2
put your courage into	2
water on to a	2
for the point of	2
the hope that he	2
he reached the place	2
bellowing like a bull	2
sceptre in his hand	2
who was the most	2
not without a leader	2
with spear and sword	2
by means of the	2
those whom hector son	2
of this moon and	2
took his seat all	2
to help the danaans	2
and will send him	2
of her on to	2
yet after much hardship	2
that have won races	2
discs or aiming with	2
where he is wo	2
charge of your pigs	2
and had compassion upon	2
the ships as fast	2
you shall have such	2
the snowy ranges of	2
the rage of battle	2
thrice did he tug	2
and sorrow that he	2
peer of jove in	2
sacked the town of	2
of jove in counsel	2
would have been indeed	2
sometimes tempts people to	2
father on my marriage	2
whom all the other	2
in by the deep	2
these there came fifty	2
but he was now	2
open part of the	2
his revenge in his	2
mars robbed it of	2
come inside the harbour	2
i shall bring back	2
of the house of	2
soon fall beneath our	2
went to the fair	2
son of tydeus will	2
into it with a	2
among the trojans a	2
may disgrace both banquet	2
know what to do	2
will listen to me	2
young in the lair	2
that dwell there are	2
to come and see	2
cups of gold by	2
his wife by his	2
touched him with her	2
what he was when	2
more than any other	2
is decreed that he	2
i may sail the	2
when we got there	2
i can not give	2
through the cowardice of	2
forest or in some	2
for it was he	2
you with a very	2
days seven and ten	2
service in word or	2
upon one another and	2
the foremost of the	2
and send his arrow	2
the forest or in	2
head fell rolling in	2
all round it to	2
on to the shore	2
them over to her	2
and the other to	2
in my present mind	2
for they found themselves	2
when she had given	2
and went in among	2
for none other of	2
morning of the third	2
they sped over the	2
in a golden goblet	2
of the achaeans were	2
go to the son	2
to string the bow	2
and making havoc of	2
knew that it was	2
lengthways down the loin	2
and put them on	2
came up with his	2
of silver plate by	2
on the same day	2
ought never to have	2
servant then brought them	2
that he is your	2
about all these things	2
speak fairly to them	2
return of the achaeans	2
the palms of his	2
will show you the	2
either in ithaca or	2
and they that were	2
soon as he came	2
strong as when the	2
water and got her	2
and on the eighteenth	2
the sterns of our	2
had valorously drawn up	2
that our guest on	2
got out upon the	2
was the uproar as	2
of atreus and of	2
the meat up small	2
house and to your	2
think it well over	2
hurrying down to hades	2
when he was just	2
funeral rites with all	2
strip the armour from	2
the pair had thus	2
our arms around one	2
make it all quite	2
i am that this	2
us put on our	2
earth with his forehead	2
up one of them	2
of the wheels were	2
sea quaked as the	2
who they say is	2
this he left them	2
had to leave off	2
the will of aegis	2
wicked suitors single handed	2
home again after all	2
the hand and led	2
deeds in the house	2
she was going to	2
was doing told us	2
the man who has	2
and many a man	2
those who do not	2
men stay by them	2
with his ships to	2
shout of triumph of	2
his breast and kill	2
so close behind him	2
as a thought to	2
drive the trojans back	2
you others go about	2
that dwell about him	2
in the water round	2
gives ear to everything	2
rich man who lived	2
by his chariot and	2
loudly on the trojans	2
snake in its talons	2
it is to win	2
we do not know	2
tell you the truth	2
always good to me	2
in the forest or	2
not soften things out	2
his ships to ilius	2
this is what my	2
therefore let us make	2
came running towards him	2
him to protect him	2
be better for me	2
his bow and his	2
is wo nt to	2
and minerva of alalcomene	2
but idomeneus was on	2
spread panic among my	2
the queen his wife	2
cuirass of cunning workmanship	2
such gifts as shall	2
from the river selleis	2
struck him between the	2
let each have her	2
there came a certain	2
spoiled him of his	2
and give him his	2
and every man went	2
brave sons of noble	2
pointed shaft of another	2
know a great deal	2
the achaeans to free	2
in the cross plank	2
came to the part	2
herd of horned cattle	2
and drinking in the	2
long as you please	2
for the safety of	2
you have laid upon	2
brought by man under	2
your property with such	2
find me a prize	2
a lion fastens on	2
shaft of another struck	2
so that the brain	2
pride of his strength	2
any one else can	2
herd of cattle or	2
though he is far	2
first he spoke to	2
him with a presence	2
reached the house of	2
the rest of his	2
god of the silver	2
you will be the	2
he is a man	2
be still alive and	2
and we should sack	2
him as he stood	2
with him were the	2
ship to his own	2
thrust at him with	2
have you not heard	2
prayers to hades and	2
by begging about the	2
too much for him	2
who escaped death in	2
achaeans were in great	2
with orchard lawns and	2
that live and move	2
without gifts of wooing	2
to take all away	2
reign over the trojans	2
i have been killing	2
that all the achaeans	2
clean through his neck	2
not for very long	2
though you may yourself	2
when they heard this	2
the topmost crests of	2
as being alive and	2
were not driven back	2
and take them away	2
as long as she	2
and others to bring	2
the time when i	2
a bard who can	2
till i have been	2
against her bows as	2
do not forget me	2
there was no life	2
knew all about it	2
and now that he	2
will be in no	2
the suitors will be	2
are both of you	2
him to strip him	2
was by the water	2
and twelve strong horses	2
skin that reached his	2
stars had shifted their	2
is no one else	2
that we may take	2
woman could bear to	2
about his comely feet	2
with the rest of	2
we fear no man	2
fell upon his eyes	2
would no longer face	2
retire within their walls	2
even into a well	2
with me at once	2
end to the other	2
dark cloud of grief	2
upon the body and	2
go ingloriously back to	2
but there is no	2
and the crew found	2
him and eased the	2
planted it within with	2
thus did the old	2
straight through the court	2
moon and the beginning	2
ransom that he offered	2
front of his chariot	2
city in the dust	2
some way off upon	2
the tops of the	2
well and are accounted	2
i can not even	2
three times as much	2
i caught hold of	2
no man ever yet	2
do as you bid	2
there is no help	2
noemon son of phronius	2
and a black ewe	2
no ships nor sailors	2
achilles had shown himself	2
the blasts of some	2
on the right buttock	2
triumph of slain and	2
banks of the scamander	2
had so done he	2
came to a bad	2
a solemn oath that	2
and are so angry	2
spoke to the son	2
in his hand the	2
that you are so	2
as they sat side	2
have come here with	2
if he had had	2
a man among the	2
not let the suitors	2
will give you this	2
him like honour with	2
the heart of ulysses	2
with her left hand	2
it back into the	2
be disposed to make	2
in each of them	2
by the great staircase	2
he wielded his spear	2
was no life left	2
the achaeans will not	2
stretched at full length	2
in sacrifice a broad	2
that he had suffered	2
lest any of them	2
i have gone through	2
of those whom hector	2
they have been quarrelling	2
as he was leaving	2
it at the shield	2
that supported the roof	2
men stood near him	2
was in pursuit of	2
to the light of	2
on his right hand	2
if you have a	2
he stood in the	2
the best of these	2
bones were burned and	2
is a good thing	2
delivered him into the	2
for we fear no	2
early summer when the	2
when she had washed	2
a pair of sandals	2
your words come true	2
his way into the	2
the achaeans had awarded	2
the broad waters of	2
mouth of the cave	2
deprived them of all	2
celebrate his funeral rites	2
the water in a	2
chief men among you	2
have such gifts and	2
came from the bath	2
of saturn has sent	2
anything else that a	2
have to make a	2
and all of you	2
when they have been	2
then he left the	2
seven talents of fine	2
not a trojan but	2
towards him and struck	2
and eat up his	2
or go down into	2
suitors in your own	2
heir to his renown	2
stand firm and wait	2
son of atreus had	2
find your way home	2
all the chief men	2
art of all kinds	2
father jove as he	2
course was set out	2
when you get home	2
the chariot on to	2
and most in number	2
apollo obeyed his father	2
made the ship fast	2
foremost champion of the	2
throwing discs or aiming	2
used to be a	2
they will eat up	2
lord over all that	2
as i sit here	2
on his return home	2
made a sign to	2
held in like honour	2
of him who was	2
in great pain in	2
every man went back	2
king of rich mycene	2
me because i was	2
that his brother had	2
loss of much people	2
now no longer in	2
for you are king	2
went back again to	2
were now close up	2
were fighting and killing	2
which men also call	2
and the other for	2
way and the others	2
the seat that he	2
at your own heart	2
and they flew onward	2
though i were your	2
out of my body	2
the place of which	2
twelve noble sons of	2
hand seized a stone	2
i welcome him back	2
me over land and	2
i who am master	2
took his place among	2
so that he might	2
you a fair wind	2
had fallen by the	2
return of your father	2
and quenched the fire	2
his spear into the	2
filled their hearts with	2
how carefully aeaean circe	2
should sack the city	2
to look out for	2
on to the pavement	2
you are to be	2
with much people after	2
when all troy is	2
them with his bow	2
excuse when the suitors	2
then will one say	2
i will take no	2
people have never heard	2
he had taken from	2
been hit with an	2
and sent him roughly	2
loss of his charioteer	2
to the tents and	2
as ever you can	2
for you say the	2
far better man than	2
went about performing in	2
to go along with	2
present you may be	2
become meat for the	2
daughters and six lusty	2
but he said he	2
once if i can	2
more particularly that you	2
he cried aloud to	2
you will see a	2
some trojan or lycian	2
then he went to	2
altar fragrant with burnt	2
of his stepmother eriopis	2
entreat a suppliant with	2
would that it had	2
and tell them to	2
in a dense body	2
his words and went	2
as though we were	2
white barley meal over	2
he did not live	2
of undoing her work	2
than that of any	2
dower to boot as	2
in and out among	2
you fall in my	2
to say nothing of	2
they will honour you	2
urged me again and	2
bastard son to oileus	2
when there is a	2
off running by the	2
rests with heaven to	2
slain by the argives	2
me in spite of	2
father and mother were	2
having burned them went	2
him in a cloud	2
and i shall be	2
how much you have	2
and takes to his	2
when it was now	2
patroclus was no more	2
i set out for	2
be worse for you	2
many a time has	2
by my father on	2
to those who were	2
at your knees if	2
all the gods who	2
when i was on	2
and was the best	2
make him a present	2
we shall come to	2
home as fast as	2
wanted doing to the	2
and goats without blemish	2
bear away the prize	2
top of his head	2
very bottom of the	2
as a god can	2
over which the hours	2
his sons to get	2
spoke he laid his	2
tambour frame in her	2
who am master here	2
hand of jove is	2
for he had no	2
when the will of	2
the whole day through	2
do not provoke me	2
suitors for one moment	2
on my way home	2
such dower to boot	2
and his house was	2
smiled at him and	2
all haste to do	2
have worsted the achaeans	2
not prevaricate nor deceive	2
he saw it coming	2
head with a stone	2
agelaus son of damastor	2
safely back to the	2
he looked along the	2
the wooded slopes of	2
a herd of horned	2
ulysses should come home	2
the women servants about	2
you shall see him	2
oars to the thole	2
alive out of the	2
your soul to hades	2
has wounded him with	2
and the set stakes	2
and could see nothing	2
and cattle from the	2
flew open of their	2
day of his youth	2
to a richly decorated	2
made them fast to	2
mixing wine with water	2
the day of their	2
till they reach the	2
and think of nothing	2
was not a trojan	2
and waited for the	2
was very sorry for	2
the rich plains of	2
stay where he was	2
as he fell headlong	2
priam and sailed home	2
among the lycian captains	2
the presence of you	2
sacrifice to jove and	2
their own sheer folly	2
a mist came over	2
any present you may	2
the trojans will not	2
went among the ranks	2
the yoke upon their	2
went on quivering till	2
nor any one else	2
at the ships and	2
did not succeed in	2
he does not come	2
heard it from some	2
a man of great	2
fiercely about his body	2
it coming and stooped	2
was how they talked	2
horses which he had	2
a very deadly place	2
his hold of the	2
from the moment when	2
wanted ulysses to become	2
painful art of wrestling	2
thus did he exhort	2
go with the rest	2
own dear son orestes	2
the plain as they	2
he will set him	2
me what it was	2
he will try to	2
below be my witnesses	2
from some other traveller	2
married his eldest daughter	2
is borne in upon	2
have taken this voyage	2
and he said to	2
have completed a pall	2
so that she fell	2
gave his orders to	2
tell all the world	2
at troy in the	2
and with him were	2
down upon it and	2
as he was taking	2
lived in the strong	2
all who see you	2
never bore him back	2
do not know what	2
the gods grant you	2
as the rock fell	2
i have never ceased	2
and he had a	2
some lion of the	2
of the other suitors	2
the wood fire and	2
every one of you	2
the offices due to	2
quantity of wine they	2
down upon us and	2
am giving these instructions	2
banquet in the house	2
his legs with greaves	2
all the others are	2
his comrades to take	2
fear fell upon them	2
many days had been	2
boot as no man	2
an armed warrior of	2
no longer face the	2
silver plate by gilding	2
a body of men	2
a drink and a	2
to us if we	2
as he was driving	2
to work on an	2
taller and stronger than	2
coward and no soldier	2
of plate in all	2
noble son of telamon	2
accept a ransom for	2
for if you are	2
son of peleus to	2
fell talking with one	2
that it would come	2
what minerva was already	2
break even into a	2
with the afflictions which	2
watches of the night	2
and cheered them on	2
telemachus said to the	2
be men my friends	2
they fell talking with	2
his room looking like	2
be welcomed home by	2
speared him as he	2
he will come down	2
the son of nisus	2
not and must not	2
spoke up in a	2
the form of an	2
wine had got into	2
the hindmost as they	2
he came from the	2
words set them all	2
you achaeans were harassed	2
that i shall have	2
round of the suitors	2
to a clear fire	2
of firstling lambs to	2
her after twenty years	2
men laid themselves down	2
them with panic and	2
sighs that he was	2
respecting the priest and	2
to gibe at him	2
the day that i	2
lying in the dust	2
come to him from	2
all flying in the	2
near the achaean land	2
you will not let	2
noble sons of trojans	2
is the foremost man	2
so down she darted	2
i went up to	2
has slain so many	2
share of the spoils	2
and he fell heavily	2
were in great fear	2
the danaans with a	2
i have seen him	2
getting into your head	2
me by my father	2
divided it into joints	2
up as on a	2
let the rest swear	2
killed upon the mountains	2
when a lion has	2
we had sacked the	2
he might be able	2
full length in front	2
black blood from off	2
came up to ulysses	2
of wine they drink	2
begging about the town	2
daughter of the magician	2
deep sigh and said	2
prayed to all the	2
you are to take	2
ships in the hope	2
and smote his two	2
was one of the	2
and laid it down	2
i too was a	2
trojans and achaeans to	2
he did not take	2
a boar to neptune	2
see how i can	2
well disposed towards you	2
who had grown old	2
up among the clouds	2
daughter minerva came up	2
on board of a	2
of his unhappy father	2
know all about it	2
if there is any	2
trojans and lycians saying	2
man who lived in	2
turned pale with fear	2
his seat beside him	2
island sorrowing bitterly in	2
far as in me	2
it rests with heaven	2
more fiercely on the	2
the most solemn oath	2
with one another achilles	2
though they had been	2
into his breast and	2
strong and in his	2
is some god who	2
for he deemed that	2
under the sea and	2
of them perish in	2
from a foreign country	2
took him to her	2
as it is borne	2
and fat goats for	2
he filled both hands	2
he was coming into	2
and if hereafter the	2
so many of the	2
when you fall in	2
i would not take	2
end of the island	2
of him by the	2
of the achaeans was	2
had three noble sons	2
them plates of all	2
telemachus told them to	2
as he was about	2
was in charge of	2
gone through so much	2
the toil and sorrow	2
yet came to my	2
so abounding in wealth	2
back to our own	2
the great city of	2
he was herding cattle	2
was black with rage	2
him i can not	2
the gates like two	2
no man in the	2
how far stronger i	2
o god of the	2
and blood and the	2
all quite clear to	2
when i am at	2
way till she came	2
had come down from	2
suppliant with all honourable	2
do as i bid	2
and he doubted whether	2
but at night she	2
to his house and	2
of light alike to	2
from heaven in the	2
fed stream of egypt	2
of his own self	2
been here in my	2
this was for the	2
the rim of the	2
took his seat beside	2
and a cup of	2
remain with the body	2
by those who had	2
and took him by	2
said to the suitors	2
up to the cyprian	2
daughter of mighty saturn	2
temple of the goddess	2
twisted thongs of leather	2
of men as the	2
part of the ground	2
now no ulysses to	2
god went back into	2
two alone of all	2
were shed upon the	2
yet none the less	2
and clothed him in	2
carried about in the	2
he then took off	2
as he fell sprawling	2
off into a sweet	2
arrow to our dismay	2
a loud cry called	2
he would have to	2
tell us of the	2
has died in a	2
of the achaeans the	2
but you have forgotten	2
a way through them	2
for none of these	2
the man that he	2
her maids who knew	2
would that i could	2
ships at the two	2
yet takes thought for	2
wash him in the	2
great a liking to	2
stay here and fight	2
like honour with his	2
towards the city groaning	2
are as the wings	2
live well and are	2
is not a man	2
we should sack it	2
the death of your	2
for jove and the	2
has been treating you	2
be just such another	2
own part i should	2
soon as we were	2
stripped them of their	2
the lightning struck it	2
woman and all she	2
and rulest tenedos with	2
not right that you	2
juno did as he	2
if you choose to	2
wallet full of provisions	2
the achaeans will then	2
wing her way till	2
may be disposed to	2
one in the world	2
the day will surely	2
men loose their oxen	2
of the horses and	2
or other of them	2
do whatever you like	2
jove who is the	2
one who was far	2
of their chariots and	2
i should advise you	2
keep your watches and	2
this more particularly that	2
brave father ulysses ever	2
jove as he did	2
she had washed him	2
bethought him of his	2
his cuirass of bronze	2
have robbed me of	2
in all plainness exactly	2
them fast to their	2
the murderer of his	2
sleep there in the	2
a hard thing for	2
wreathed with a suppliant	2
his thin legs plying	2
send some of them	2
end i deemed that	2
shouting as he did	2
i am your suppliant	2
have been a dead	2
there will be no	2
but you will not	2
of the achaeans can	2
keep his family for	2
like some lion of	2
that could be seen	2
fallen by the hands	2
in so far as	2
fleet son of oileus	2
he might be nor	2
my ship and to	2
who is of noble	2
fell in love with	2
sandals with which he	2
the hand near her	2
shall i guess right	2
told his men and	2
i should be a	2
you of the destruction	2
shelter under cover of	2
the heart of a	2
in the meantime i	2
in singleness of heart	2
the achaeans with one	2
he then went on	2
to my own house	2
such dangerous people in	2
till we came to	2
as when a lion	2
he kept on shouting	2
and they are in	2
wash the black blood	2
as he looked into	2
to keep out the	2
son of saturn sitting	2
and call ajax and	2
right hands of fellowship	2
of the gods that	2
captain of the thracians	2
but the god presently	2
be angry with you	2
from city to city	2
offer her up to	2
by the ships and	2
lying in great pain	2
down to the ground	2
and now they are	2
midway between the shoulders	2
may be pleased to	2
as he went by	2
will of my own	2
nor could the sun	2
the very bottom of	2
giving these instructions to	2
it as a prize	2
wine been getting into	2
but do what he	2
at once began to	2
about among the trojan	2
will break it in	2
with a monstrous blood	2
which no man has	2
in the glades of	2
he did not know	2
night she would unpick	2
blood from the wound	2
i myself reared and	2
and do not face	2
was the head of	2
i came to a	2
all over with him	2
for not one of	2
my men stay by	2
my words with an	2
deemed that you should	2
some danaan should drive	2
one that had been	2
he besought the achaeans	2
with a fair wind	2
angry with the suitors	2
for he is a	2
his knees and kissed	2
keep the son of	2
have nothing of the	2
took the seat that	2
for their insolence and	2
men as you are	2
down on to the	2
host and so much	2
plates of all manner	2
and now tell me	2
threw her arms about	2
you to protect you	2
a country where the	2
who has studied art	2
minds whether or no	2
and it is time	2
they have in the	2
of argus to escort	2
head were crushed to	2
flowing from his wound	2
if you care to	2
you may yet after	2
spear from the body	2
his hands to the	2
the forefront of the	2
now go to the	2
in the hand near	2
as you were alive	2
either god or man	2
my own dear son	2
their oaths and to	2
donned the shirt of	2
but let the rest	2
trojan to the achaean	2
a loud voice saying	2
have won races and	2
that you would take	2
had thus laid their	2
the eels and fishes	2
rest of the meat	2
and they that held	2
and nestor knight of	2
the whirling clouds of	2
dust upon the plain	2
if apollo had not	2
the same time i	2
he was killed in	2
and keep guard over	2
winds and waves against	2
on this he put	2
in her fourth year	2
men have a right	2
he then sat down	2
and ask him to	2
out for them from	2
with her strong hand	2
even a brave man	2
his spear upon the	2
set him down in	2
cut lengthways down the	2
go down within the	2
hands of the danaans	2
as heaven has put	2
with her in secret	2
crowd as though it	2
borne in upon you	2
belt of mail which	2
bound his sandals about	2
in among the foremost	2
to sail the sea	2
in their flight from	2
to persuade ulysses to	2
when the outer meats	2
ulysses was left in	2
when i had got	2
and take me to	2
day ulysses set out	2
the dogs and men	2
get back to your	2
he was leaving the	2
from ships and tents	2
i stationed my ships	2
the gods had given	2
swineherd and the stockman	2
son of tydeus see	2
as though he would	2
the east and south	2
wealthiest of all lands	2
away from his own	2
all sorts of ways	2
and took the rest	2
i will come and	2
better saying than this	2
about his father and	2
you who will essay	2
i am in some	2
of slain and slayers	2
one another with a	2
strong horses that have	2
with blood and fat	2
without even trying to	2
as he was speaking	2
now eating up your	2
off the roof and	2
the king said ulysses	2
who gave it to	2
for helen and all	2
by far the foremost	2
to the trojans that	2
in the heart of	2
his heart was black	2
water became hot as	2
the old knight phoenix	2
and he and his	2
space of nine days	2
lord of the silver	2
minerva driver of the	2
all who saw it	2
middle of the belly	2
herd of cattle and	2
waning of moons and	2
either by word or	2
the threats with which	2
i sent out scouts	2
she went to her	2
tents of the myrmidons	2
was the work of	2
in spunging upon one	2
with many tears they	2
you must have iron	2
will be our best	2
in a meadow by	2
you leave these flocks	2
some means of getting	2
alarm was soon carried	2
the best in all	2
took me in and	2
on this she left	2
he sat down on	2
the heaviness of his	2
take his revenge in	2
and went straight to	2
all his lust of	2
avail to save him	2
but she could not	2
a liking to you	2
it out of the	2
he left them to	2
for his father and	2
whereon i turned back	2
take him to the	2
to think how she	2
sons of trojans will	2
our fill on meat	2
fall into the hands	2
let us see whether	2
great deeds of valour	2
fighting with might and	2
she set up a	2
meanwhile the son of	2
gates of heaven bellowed	2
beautiful presents of gold	2
drink offering to jove	2
did not know that	2
might be nor what	2
hemmed in at their	2
in his strength and	2
up into heaven from	2
with great deeds of	2
to the ends of	2
goats for their banquets	2
city groaning and in	2
seat that he had	2
i am not afraid	2
fall upon the ships	2
body of the waggon	2
spoke he placed the	2
rear of the fight	2
should like also to	2
like two wild boars	2
is no chance of	2
the foremost and outvie	2
born young in the	2
not give him up	2
talk to me in	2
hector and the other	2
the city and fight	2
when they had so	2
all that the achaeans	2
nor fear of death	2
went through it and	2
heaved a deep sigh	2
face to face with	2
can hear anything about	2
and save me from	2
me to tell you	2
he gave them their	2
the wife of a	2
a fair wind sprang	2
and placed them in	2
he would have you	2
husband and provide her	2
all those who are	2
achilles saw him he	2
be driven from the	2
there will be a	2
men was the first	2
the foot through the	2
the sands and got	2
the two of us	2
able to kill the	2
the wooded mountain of	2
this was the beginning	2
got back to ithaca	2
to the gods that	2
one is likely to	2
an agony of grief	2
in the tenth year	2
clothes calypso had given	2
the day ulysses set	2
in raiment of the	2
oars that are as	2
that the ship was	2
to the hurt of	2
fast with the forestays	2
can stand such recklessness	2
the hour when you	2
all the achaeans are	2
the stream of oceanus	2
round him were busy	2
i will not prevaricate	2
standing in the rear	2
over the plain to	2
not touch the cattle	2
the sun or moon	2
at your own cost	2
but if you harm	2
holding it in his	2
flung her arms about	2
till he has killed	2
your own country again	2
him of all his	2
diomed looked sternly at	2
a deep sleep took	2
i shall give you	2
dust from under their	2
if you like you	2
he will tell you	2
and he can not	2
a wedding in the	2
did the battle rage	2
said ulysses had gone	2
and the belt of	2
the gates of heaven	2
as it is no	2
before the coming of	2
he is in no	2
to keep aloof and	2
them on to fight	2
only some honoured servant	2
of the sun and	2
fain fight at once	2
her in the hand	2
in all honesty addressed	2
no mood to fight	2
whose hands are heaven	2
both horse and foot	2
them and give them	2
the dogs did not	2
of priam would then	2
show herself to the	2
the topmost crest of	2
you are so minded	2
who was given me	2
a proud city in	2
should perish ingloriously here	2
whom all the achaeans	2
his own house when	2
your knees if haply	2
drew our ships into	2
had then been lost	2
are rich in cattle	2
did he tug at	2
had been awarded to	2
find her a husband	2
of his being so	2
of the fight is	2
guest of telemachus who	2
the horns of the	2
and your soul to	2
my spear shall be	2
will give you one	2
of him who is	2
and sky were hidden	2
the rich plain of	2
of them all in	2
bidding me go ingloriously	2
daughter of great eetion	2
refrain from actual fighting	2
you shall congratulate you	2
you will be able	2
took his seat by	2
for me to return	2
made drink offerings to	2
me that all who	2
orders to the danaans	2
stood for a while	2
his friends how much	2
have no more pleasure	2
out of the bank	2
full and sufficient hecatombs	2
and achaeans were struck	2
with one voice were	2
up by the roots	2
bank of the river	2
heralds were bringing the	2
sing to the suitors	2
away from the others	2
to my house to	2
had been brought up	2
dear old nurse euryclea	2
and then go off	2
he spoke he laid	2
light alike to mortals	2
i will now give	2
the topmost ridges of	2
they know nothing about	2
hard by the ships	2
races and carried off	2
that he had better	2
nearest and dearest to	2
a blessed god can	2
and the hosts aimed	2
was in an uproar	2
the wooded mountain neritum	2
who ever yet came	2
heeded his words and	2
put on the goodly	2
him through the middle	2
earth in the palms	2
and agamemnon son of	2
the sight of arms	2
keep house along with	2
in front of it	2
whom noble achilles has	2
scouts to reconnoitre from	2
with a blow from	2
i never set eyes	2
never shall i welcome	2
was when ulysses went	2
either join the company	2
his mother and the	2
the destruction both of	2
our wives and children	2
fail you in so	2
break the ranks of	2
it were a dream	2
he grasped his redoubtable	2
he said to aeneas	2
the head from the	2
close combat with their	2
offering to all the	2
strong city of zelea	2
will be glad to	2
she knew not that	2
are wet with tears	2
not so much care	2
will send the slayer	2
and down she darted	2
the ships and all	2
ships as fast as	2
us and our fleet	2
me again and again	2
the ground seethed with	2
water round the ship	2
sped not in vain	2
and had reached the	2
to heap upon me	2
and she fell heavily	2
which the hours preside	2
he stayed where he	2
attended by her maidens	2
victory to hector and	2
got into his head	2
fetched them plates of	2
performing in the midst	2
that the bones of	2
we shall be shamed	2
for all his lust	2
for the present let	2
has brought you to	2
said to the other	2
is the richest city	2
her a husband and	2
you have just told	2
no more of this	2
that the stranger is	2
quaked as the rock	2
that i will not	2
up their sweet voices	2
in his eagerness to	2
even a god could	2
she had got them	2
i forewarn you of	2
whether you saw it	2
we all of us	2
them with good red	2
they are not at	2
over his whole body	2
he could fly like	2
find sad comfort in	2
that a stranger should	2
had got over the	2
cover of his shield	2
as he was dragging	2
his daughter in marriage	2
go forth to the	2
in cups of gold	2
hector was greatly grieved	2
into the open part	2
overcome at once by	2
as he will yet	2
when men loose their	2
he called to his	2
i will tell the	2
other care upon his	2
then went on to	2
for she was in	2
could not help him	2
a great oath that	2
she took me in	2
hit with an arrow	2
